,Departure_Time,Arrival_Time,Airline,Duration,Route,Stops,Layover_Time_Location,CO2_Emissions,Emissions_Change,Price,Class
379,4:15 PM, 7:05 PM,IndiGo,2 hr 50 min,CCU–BOM,Nonstop,0 minutes,117 kg CO2e,Avg emissions,"₹9,160",economy
380,9:05 PM, 12:05 AM+1,Akasa Air,3 hr,CCU–BOM,Nonstop,0 minutes,119 kg CO2e,Avg emissions,"₹9,361",economy
381,11:35 AM, 2:35 PM,IndiGo,3 hr,CCU–BOM,Nonstop,0 minutes,117 kg CO2e,Avg emissions,"₹10,000",economy
382,10:30 AM, 1:35 PM,Air India,3 hr 5 min,CCU–BOM,Nonstop,0 minutes,134 kg CO2e,+16% emissions,"₹10,462",economy
383,5:40 PM, 8:45 PM,Air India,3 hr 5 min,CCU–BOM,Nonstop,0 minutes,134 kg CO2e,+16% emissions,"₹10,462",economy
384,10:45 PM, 12:40 AM+1,IndiGo,1 hr 55 min,BOM–COK,Nonstop,0 minutes,80 kg CO2e,Avg emissions,"₹6,894",economy
385,5:10 PM, 7:10 PM,IndiGo,2 hr,BOM–COK,Nonstop,0 minutes,80 kg CO2e,Avg emissions,"₹7,377",economy
386,9:00 AM, 11:05 AM,Akasa Air,2 hr 5 min,BOM–COK,Nonstop,0 minutes,80 kg CO2e,Avg emissions,"₹8,669",economy
387,6:35 AM, 8:35 AM,Air India,2 hr,BOM–COK,Nonstop,0 minutes,94 kg CO2e,+18% emissions,"₹8,732",economy
388,8:20 PM, 10:20 PM,Air India,2 hr,BOM–COK,Nonstop,0 minutes,94 kg CO2e,+18% emissions,"₹8,732",economy
389,5:35 AM, 7:30 AM,IndiGo,1 hr 55 min,BOM–COK,Nonstop,0 minutes,80 kg CO2e,Avg emissions,"₹9,080",economy
390,12:30 PM, 2:25 PM,IndiGo,1 hr 55 min,BOM–COK,Nonstop,0 minutes,80 kg CO2e,Avg emissions,"₹9,080",economy
391,5:05 AM, 7:05 AM,Air India,2 hr,BOM–COK,Nonstop,0 minutes,94 kg CO2e,+18% emissions,"₹9,950",economy
392,4:55 PM, 6:55 PM,Air India,2 hr,BOM–COK,Nonstop,0 minutes,94 kg CO2e,+18% emissions,"₹12,344",economy
393,11:40 AM, 1:40 PM,Akasa Air,2 hr,COK–BOM,Nonstop,0 minutes,84 kg CO2e,Avg emissions,"₹6,867",economy
394,2:55 PM, 5:05 PM,IndiGo,2 hr 10 min,COK–BOM,Nonstop,0 minutes,84 kg CO2e,Avg emissions,"₹7,094",economy
395,10:00 AM, 12:30 PM,Air India,2 hr 30 min,COK–BOM,Nonstop,0 minutes,99 kg CO2e,+18% emissions,"₹7,353",economy
396,8:00 AM, 10:05 AM,IndiGo,2 hr 5 min,COK–BOM,Nonstop,0 minutes,84 kg CO2e,Avg emissions,"₹7,094",economy
397,10:45 AM, 12:50 PM,IndiGo,2 hr 5 min,COK–BOM,Nonstop,0 minutes,84 kg CO2e,Avg emissions,"₹7,094",economy
398,7:45 AM, 10:05 AM,Air India,2 hr 20 min,COK–BOM,Nonstop,0 minutes,99 kg CO2e,+18% emissions,"₹7,353",economy
399,11:10 PM, 1:25 AM+1,Air India,2 hr 15 min,COK–BOM,Nonstop,0 minutes,99 kg CO2e,+18% emissions,"₹7,353",economy
400,7:55 PM, 10:00 PM,IndiGo,2 hr 5 min,COK–BOM,Nonstop,0 minutes,84 kg CO2e,Avg emissions,"₹7,577",economy
401,8:00 PM, 10:25 PM,Air India,2 hr 25 min,COK–BOM,Nonstop,0 minutes,99 kg CO2e,+18% emissions,"₹8,004",economy
402,2:15 PM, 4:35 PM,IndiGo,2 hr 20 min,BOM–IXC,Nonstop,0 minutes,99 kg CO2e,-23% emissions,"₹8,213",economy
403,6:05 AM, 8:20 AM,Air India,2 hr 15 min,BOM–IXC,Nonstop,0 minutes,116 kg CO2e,-9% emissions,"₹9,063",economy
404,8:15 PM, 10:45 PM,IndiGo,2 hr 30 min,BOM–IXC,Nonstop,0 minutes,99 kg CO2e,-23% emissions,"₹8,528",economy
405,2:35 PM, 5:15 PM,Air India,2 hr 40 min,BOM–IXC,Nonstop,0 minutes,116 kg CO2e,-9% emissions,"₹8,837",economy
406,8:25 AM, 10:40 AM,IndiGo,2 hr 15 min,BOM–IXC,Nonstop,0 minutes,99 kg CO2e,-23% emissions,"₹8,948",economy
407,5:15 AM, 7:40 AM,IndiGo,2 hr 25 min,IXC–BOM,Nonstop,0 minutes,99 kg CO2e,Avg emissions,"₹7,849",economy
408,9:00 AM, 11:25 AM,Air India,2 hr 25 min,IXC–BOM,Nonstop,0 minutes,117 kg CO2e,+13% emissions,"₹8,525",economy
409,11:10 AM, 1:30 PM,IndiGo,2 hr 20 min,IXC–BOM,Nonstop,0 minutes,99 kg CO2e,Avg emissions,"₹9,266",economy
410,5:10 PM, 7:35 PM,IndiGo,2 hr 25 min,IXC–BOM,Nonstop,0 minutes,99 kg CO2e,Avg emissions,"₹10,264",economy
411,5:50 PM, 8:30 PM,Air India,2 hr 40 min,IXC–BOM,Nonstop,0 minutes,117 kg CO2e,+13% emissions,"₹11,255",economy
412,3:45 PM, 5:40 PM,IndiGo,1 hr 55 min,BOM–CJB,Nonstop,0 minutes,77 kg CO2e,Avg emissions,"₹6,219",economy
413,9:35 AM, 11:25 AM,IndiGo,1 hr 50 min,BOM–CJB,Nonstop,0 minutes,77 kg CO2e,Avg emissions,"₹7,707",economy
414,6:20 AM, 8:20 AM,Air India,2 hr,BOM–CJB,Nonstop,0 minutes,91 kg CO2e,+14% emissions,"₹8,496",economy
415,6:10 PM, 8:15 PM,IndiGo,2 hr 5 min,CJB–BOM,Nonstop,0 minutes,81 kg CO2e,Avg emissions,"₹6,332",economy
416,12:20 PM, 2:15 PM,IndiGo,1 hr 55 min,CJB–BOM,Nonstop,0 minutes,81 kg CO2e,Avg emissions,"₹6,750",economy
417,9:00 AM, 11:10 AM,Air India,2 hr 10 min,CJB–BOM,Nonstop,0 minutes,96 kg CO2e,+14% emissions,"₹7,247",economy
418,8:40 AM, 10:30 AM,IndiGo,1 hr 50 min,BOM–JAI,Nonstop,0 minutes,71 kg CO2e,-15% emissions,"₹5,622",economy
419,11:20 PM, 1:00 AM+1,IndiGo,1 hr 40 min,BOM–JAI,Nonstop,0 minutes,71 kg CO2e,-15% emissions,"₹5,622",economy
420,10:50 AM, 12:45 PM,Air India,1 hr 55 min,BOM–JAI,Nonstop,0 minutes,84 kg CO2e,Avg emissions,"₹6,567",economy
422,8:45 PM, 10:40 PM,IndiGo,1 hr 55 min,JAI–BOM,Nonstop,0 minutes,72 kg CO2e,-15% emissions,"₹5,944",economy
423,1:35 PM, 3:40 PM,Air India,2 hr 5 min,JAI–BOM,Nonstop,0 minutes,85 kg CO2e,Avg emissions,"₹7,303",economy
425,6:05 AM, 7:40 AM,IndiGo,1 hr 35 min,JAI–BOM,Nonstop,0 minutes,72 kg CO2e,-15% emissions,"₹5,944",economy
426,3:10 PM, 5:25 PM,IndiGo,2 hr 15 min,BOM–TRV,Nonstop,0 minutes,91 kg CO2e,-38% emissions,"₹9,535",economy
427,6:30 AM, 8:50 AM,Air India,2 hr 20 min,BOM–TRV,Nonstop,0 minutes,108 kg CO2e,-27% emissions,"₹11,864",economy
428,8:25 AM, 10:45 AM,IndiGo,2 hr 20 min,TRV–BOM,Nonstop,0 minutes,95 kg CO2e,Avg emissions,"₹8,846",economy
429,9:35 AM, 11:55 AM,Air India,2 hr 20 min,TRV–BOM,Nonstop,0 minutes,112 kg CO2e,+15% emissions,"₹9,053",economy
430,8:20 PM, 9:25 PM,Star Air,1 hr 5 min,BOM–IXG,Nonstop,0 minutes,92 kg CO2e,+100% emissions,"₹4,217",economy
431,7:20 AM, 8:25 AM,Star Air,1 hr 5 min,IXG–BOM,Nonstop,0 minutes,92 kg CO2e,+100% emissions,"₹5,000",economy
432,10:45 AM, 1:10 PM,IndiGo,2 hr 25 min,BOM–IXR,Nonstop,0 minutes,98 kg CO2e,Avg emissions,"₹6,515",economy
433,5:55 AM, 8:20 AM,Air India Express,2 hr 25 min,BOM–IXR,Nonstop,0 minutes,115 kg CO2e,+17% emissions,"₹6,710",economy
434,1:40 PM, 4:10 PM,IndiGo,2 hr 30 min,IXR–BOM,Nonstop,0 minutes,98 kg CO2e,Avg emissions,"₹7,320",economy
435,8:50 AM, 11:35 AM,Air India Express,2 hr 45 min,IXR–BOM,Nonstop,0 minutes,115 kg CO2e,+17% emissions,"₹7,515",economy
436,9:15 AM, 11:45 AM,IndiGo,2 hr 30 min,BOM–PAT,Nonstop,0 minutes,129 kg CO2e,+16% emissions,"₹7,666",economy
437,4:30 PM, 6:50 PM,SpiceJet,2 hr 20 min,BOM–PAT,Nonstop,0 minutes,125 kg CO2e,+13% emissions,"₹7,964",economy
438,6:45 PM, 9:25 PM,IndiGo,2 hr 40 min,BOM–PAT,Nonstop,0 minutes,111 kg CO2e,Avg emissions,"₹7,666",economy
439,10:55 AM, 1:25 PM,Air India,2 hr 30 min,BOM–PAT,Nonstop,0 minutes,123 kg CO2e,+11% emissions,"₹9,026",economy
440,10:00 PM, 12:45 AM+1,IndiGo,2 hr 45 min,PAT–BOM,Nonstop,0 minutes,110 kg CO2e,Avg emissions,"₹8,610",economy
441,7:40 PM, 10:25 PM,SpiceJet,2 hr 45 min,PAT–BOM,Nonstop,0 minutes,125 kg CO2e,+13% emissions,"₹8,875",economy
442,12:30 PM, 3:15 PM,IndiGo,2 hr 45 min,PAT–BOM,Nonstop,0 minutes,129 kg CO2e,+16% emissions,"₹8,925",economy
443,2:00 PM, 4:45 PM,Air India,2 hr 45 min,PAT–BOM,Nonstop,0 minutes,123 kg CO2e,+11% emissions,"₹12,180",economy
444,7:10 PM, 8:25 PM,IndiGo,1 hr 15 min,BOM–GOX,Nonstop,0 minutes,46 kg CO2e,Avg emissions,"₹3,158",economy
445,7:20 AM, 8:40 AM,Air India Express,1 hr 20 min,BOM–GOX,Nonstop,0 minutes,52 kg CO2e,+13% emissions,"₹4,184",economy
446,1:05 PM, 2:30 PM,Akasa Air,1 hr 25 min,BOM–GOX,Nonstop,0 minutes,46 kg CO2e,Avg emissions,"₹5,095",economy
447,9:15 AM, 10:30 AM,IndiGo,1 hr 15 min,BOM–GOX,Nonstop,0 minutes,46 kg CO2e,Avg emissions,"₹4,313",economy
448,7:10 AM, 8:35 AM,IndiGo,1 hr 25 min,GOX–BOM,Nonstop,0 minutes,46 kg CO2e,Avg emissions,"₹4,260",economy
449,9:10 AM, 10:35 AM,Air India Express,1 hr 25 min,GOX–BOM,Nonstop,0 minutes,52 kg CO2e,+13% emissions,"₹4,666",economy
450,3:15 PM, 4:40 PM,Akasa Air,1 hr 25 min,GOX–BOM,Nonstop,0 minutes,46 kg CO2e,Avg emissions,"₹5,443",economy
451,8:55 PM, 10:15 PM,IndiGo,1 hr 20 min,GOX–BOM,Nonstop,0 minutes,46 kg CO2e,Avg emissions,"₹4,890",economy
452,10:10 PM, 11:30 PM,IndiGo,1 hr 20 min,BOM–GOI,Nonstop,0 minutes,49 kg CO2e,+7% emissions,"₹4,092",economy
453,4:30 PM, 5:50 PM,Air India Express,1 hr 20 min,BOM–GOI,Nonstop,0 minutes,54 kg CO2e,+17% emissions,"₹4,393",economy
454,1:45 PM, 3:10 PM,IndiGo,1 hr 25 min,BOM–GOI,Nonstop,0 minutes,44 kg CO2e,Avg emissions,"₹4,722",economy
455,4:40 PM, 6:05 PM,IndiGo,1 hr 25 min,BOM–GOI,Nonstop,0 minutes,56 kg CO2e,+22% emissions,"₹4,722",economy
456,3:30 PM, 4:50 PM,Air India,1 hr 20 min,BOM–GOI,Nonstop,0 minutes,54 kg CO2e,+17% emissions,"₹5,331",economy
457,12:30 PM, 1:40 PM,Air India Express,1 hr 10 min,BOM–GOI,Nonstop,0 minutes,54 kg CO2e,+17% emissions,"₹5,233",economy
458,5:00 AM, 6:05 AM,IndiGo,1 hr 5 min,BOM–GOI,Nonstop,0 minutes,49 kg CO2e,+7% emissions,"₹5,404",economy
459,11:20 AM, 12:30 PM,IndiGo,1 hr 10 min,BOM–GOI,Nonstop,0 minutes,44 kg CO2e,Avg emissions,"₹5,982",economy
460,1:05 PM, 2:20 PM,Air India,1 hr 15 min,BOM–GOI,Nonstop,0 minutes,54 kg CO2e,+17% emissions,"₹7,221",economy
461,12:05 AM, 1:25 AM,IndiGo,1 hr 20 min,GOI–BOM,Nonstop,0 minutes,49 kg CO2e,+7% emissions,"₹3,850",economy
462,1:10 PM, 2:30 PM,IndiGo,1 hr 20 min,GOI–BOM,Nonstop,0 minutes,44 kg CO2e,Avg emissions,"₹4,122",economy
463,2:15 PM, 3:40 PM,Air India Express,1 hr 25 min,GOI–BOM,Nonstop,0 minutes,54 kg CO2e,+17% emissions,"₹4,286",economy
464,6:40 AM, 8:05 AM,IndiGo,1 hr 25 min,GOI–BOM,Nonstop,0 minutes,49 kg CO2e,+7% emissions,"₹4,225",economy
465,6:20 PM, 7:50 PM,Air India Express,1 hr 30 min,GOI–BOM,Nonstop,0 minutes,54 kg CO2e,+17% emissions,"₹4,286",economy
466,4:30 PM, 5:50 PM,IndiGo,1 hr 20 min,GOI–BOM,Nonstop,0 minutes,44 kg CO2e,Avg emissions,"₹5,172",economy
467,6:40 PM, 7:55 PM,IndiGo,1 hr 15 min,GOI–BOM,Nonstop,0 minutes,56 kg CO2e,+22% emissions,"₹5,172",economy
468,2:55 PM, 4:30 PM,Air India,1 hr 35 min,GOI–BOM,Nonstop,0 minutes,54 kg CO2e,+17% emissions,"₹5,539",economy
469,5:30 PM, 6:55 PM,Air India,1 hr 25 min,GOI–BOM,Nonstop,0 minutes,54 kg CO2e,+17% emissions,"₹6,064",economy
